Country of birth of person,Years spent in Australia,Age group,Sex,Long-term health condition (LTHC),Number of people reporting LTHC(s),Population,Age-specific percentage of population reporting LTHC(s),Language used at home,Proficiency in spoken English,Region_class,Subregion_class
Romania,More than 10 years,65 and over,Persons,Arthritis,915.0,3237.0,28.2669138090824,Romanian,Not specified,Southern and Eastern Europe,South Eastern Europe
Slovenia,More than 10 years,65 and over,Persons,Arthritis,1055.0,2978.0,35.4264607118871,Slovene,Not specified,Southern and Eastern Europe,South Eastern Europe
Montenegro,More than 10 years,65 and over,Persons,Arthritis,126.0,491.0,25.6619144602851,Serbian,Not specified,Southern and Eastern Europe,South Eastern Europe
Serbia,More than 10 years,00–44,Persons,Arthritis,75.0,5179.0,1.44815601467464,Serbian,Not specified,Southern and Eastern Europe,South Eastern Europe
Serbia,More than 10 years,45–64,Persons,Arthritis,988.0,8478.0,11.6536919084689,Serbian,Not specified,Southern and Eastern Europe,South Eastern Europe
Serbia,More than 10 years,65 and over,Persons,Arthritis,2354.0,8281.0,28.4265185364086,Serbian,Not specified,Southern and Eastern Europe,South Eastern Europe
Kosovo,More than 10 years,65 and over,Persons,Arthritis,56.0,208.0,26.9230769230769,Albanian,Not specified,Southern and Eastern Europe,South Eastern Europe
"Eastern Europe, nfd",More than 10 years,65 and over,Persons,Arthritis,671.0,2388.0,28.0988274706867,Yiddish,Not specified,Southern and Eastern Europe,Eastern Europe
Belarus,More than 10 years,65 and over,Persons,Arthritis,137.0,428.0,32.0093457943925,Belorussian,Not specified,Southern and Eastern Europe,Eastern Europe
Czechia,More than 10 years,00–44,Persons,Arthritis,27.0,1503.0,1.79640718562874,Czech,Not specified,Southern and Eastern Europe,Eastern Europe
Czechia,More than 10 years,45–64,Persons,Arthritis,170.0,1894.0,8.97571277719113,Czech,Not specified,Southern and Eastern Europe,Eastern Europe
Czechia,More than 10 years,65 and over,Persons,Arthritis,617.0,2266.0,27.2285966460723,Czech,Not specified,Southern and Eastern Europe,Eastern Europe
Estonia,More than 10 years,65 and over,Persons,Arthritis,210.0,547.0,38.3912248628884,Estonian,Not specified,Southern and Eastern Europe,Eastern Europe
Hungary,More than 10 years,00–44,Persons,Arthritis,29.0,1773.0,1.63564579808234,Hungarian,Not specified,Southern and Eastern Europe,Eastern Europe
Hungary,More than 10 years,45–64,Persons,Arthritis,332.0,2935.0,11.3117546848381,Hungarian,Not specified,Southern and Eastern Europe,Eastern Europe
Hungary,More than 10 years,65 and over,Persons,Arthritis,2633.0,8601.0,30.6127194512266,Hungarian,Not specified,Southern and Eastern Europe,Eastern Europe
Latvia,More than 10 years,65 and over,Persons,Arthritis,687.0,1894.0,36.2724392819429,Latvian,Not specified,Southern and Eastern Europe,Eastern Europe
Lithuania,More than 10 years,65 and over,Persons,Arthritis,362.0,952.0,38.0252100840336,Lithuanian,Not specified,Southern and Eastern Europe,Eastern Europe
Poland,0–10 years,00–44,Persons,Arthritis,24.0,4908.0,0.48899755501222,Polish,Not specified,Southern and Eastern Europe,Eastern Europe
Poland,0–10 years,45–64,Persons,Arthritis,14.0,592.0,2.36486486486486,Polish,Not specified,Southern and Eastern Europe,Eastern Europe
Poland,0–10 years,65 and over,Persons,Arthritis,15.0,144.0,10.4166666666666,Polish,Not specified,Southern and Eastern Europe,Eastern Europe
Poland,More than 10 years,00–44,Persons,Arthritis,140.0,7354.0,1.90372586347565,Polish,Not specified,Southern and Eastern Europe,Eastern Europe
Poland,More than 10 years,45–64,Persons,Arthritis,1131.0,12647.0,8.94283229224322,Polish,Not specified,Southern and Eastern Europe,Eastern Europe
Poland,More than 10 years,65 and over,Persons,Arthritis,4651.0,17950.0,25.9108635097493,Polish,Not specified,Southern and Eastern Europe,Eastern Europe
Russian Federation,0–10 years,00–44,Persons,Arthritis,40.0,7216.0,0.55432372505543,Russian,Not specified,Southern and Eastern Europe,Eastern Europe
Russian Federation,0–10 years,45–64,Persons,Arthritis,36.0,1133.0,3.17740511915269,Russian,Not specified,Southern and Eastern Europe,Eastern Europe
Russian Federation,0–10 years,65 and over,Persons,Arthritis,86.0,473.0,18.1818181818181,Russian,Not specified,Southern and Eastern Europe,Eastern Europe
Russian Federation,More than 10 years,00–44,Persons,Arthritis,66.0,5797.0,1.13851992409867,Russian,Not specified,Southern and Eastern Europe,Eastern Europe
Russian Federation,More than 10 years,45–64,Persons,Arthritis,382.0,5176.0,7.38021638330757,Russian,Not specified,Southern and Eastern Europe,Eastern Europe
Russian Federation,More than 10 years,65 and over,Persons,Arthritis,908.0,3008.0,30.1861702127659,Russian,Not specified,Southern and Eastern Europe,Eastern Europe
Slovakia,More than 10 years,00–44,Persons,Arthritis,16.0,1280.0,1.25,Slovak,Not specified,Southern and Eastern Europe,Eastern Europe
Slovakia,More than 10 years,45–64,Persons,Arthritis,80.0,1165.0,6.86695278969957,Slovak,Not specified,Southern and Eastern Europe,Eastern Europe
