,Country of birth of person,Years spent in Australia,Age group,Sex,Long-term health condition (LTHC),Number of people reporting LTHC(s),Population,Age-specific percentage of population reporting LTHC(s),Language used at home,Proficiency in spoken English
9194,Sierra Leone,More than 10 years,45–64,Female,Asthma,0.0,0.0,0.0,Krio,Not specified
9195,Sierra Leone,More than 10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,Krio,Not specified
9196,Sierra Leone,More than 10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Krio,Not specified
9197,Sierra Leone,More than 10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Krio,Not specified
9198,Togo,0–10 years,00–44,Persons,Asthma,0.0,0.0,0.0,French,Not specified
9199,Togo,0–10 years,00–44,Male,Asthma,0.0,0.0,0.0,French,Not specified
9200,Togo,0–10 years,00–44,Female,Asthma,0.0,0.0,0.0,French,Not specified
9201,Togo,0–10 years,45–64,Persons,Asthma,0.0,0.0,0.0,French,Not specified
9202,Togo,0–10 years,45–64,Male,Asthma,0.0,0.0,0.0,French,Not specified
9203,Togo,0–10 years,45–64,Female,Asthma,0.0,0.0,0.0,French,Not specified
9204,Togo,0–10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,French,Not specified
9205,Togo,0–10 years,65 and over,Male,Asthma,0.0,0.0,0.0,French,Not specified
9206,Togo,0–10 years,65 and over,Female,Asthma,0.0,0.0,0.0,French,Not specified
9207,Togo,More than 10 years,00–44,Persons,Asthma,0.0,0.0,0.0,French,Not specified
9208,Togo,More than 10 years,00–44,Male,Asthma,0.0,0.0,0.0,French,Not specified
9209,Togo,More than 10 years,00–44,Female,Asthma,0.0,0.0,0.0,French,Not specified
9210,Togo,More than 10 years,45–64,Persons,Asthma,0.0,0.0,0.0,French,Not specified
9211,Togo,More than 10 years,45–64,Male,Asthma,0.0,0.0,0.0,French,Not specified
9212,Togo,More than 10 years,45–64,Female,Asthma,0.0,0.0,0.0,French,Not specified
9213,Togo,More than 10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,French,Not specified
9214,Togo,More than 10 years,65 and over,Male,Asthma,0.0,0.0,0.0,French,Not specified
9215,Togo,More than 10 years,65 and over,Female,Asthma,0.0,0.0,0.0,French,Not specified
9216,"Southern and East Africa, nfd",0–10 years,00–44,Persons,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9217,"Southern and East Africa, nfd",0–10 years,00–44,Male,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9218,"Southern and East Africa, nfd",0–10 years,00–44,Female,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9219,"Southern and East Africa, nfd",0–10 years,45–64,Persons,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9220,"Southern and East Africa, nfd",0–10 years,45–64,Male,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9221,"Southern and East Africa, nfd",0–10 years,45–64,Female,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9222,"Southern and East Africa, nfd",0–10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9223,"Southern and East Africa, nfd",0–10 years,65 and over,Male,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9224,"Southern and East Africa, nfd",0–10 years,65 and over,Female,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9225,"Southern and East Africa, nfd",More than 10 years,00–44,Persons,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9226,"Southern and East Africa, nfd",More than 10 years,00–44,Male,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9227,"Southern and East Africa, nfd",More than 10 years,00–44,Female,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9228,"Southern and East Africa, nfd",More than 10 years,45–64,Persons,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9229,"Southern and East Africa, nfd",More than 10 years,45–64,Male,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9230,"Southern and East Africa, nfd",More than 10 years,45–64,Female,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9231,"Southern and East Africa, nfd",More than 10 years,65 and over,Persons,Asthma,12.0,143.0,8.39160839160839,"African Languages, nfd",Not specified
9232,"Southern and East Africa, nfd",More than 10 years,65 and over,Male,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9233,"Southern and East Africa, nfd",More than 10 years,65 and over,Female,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9234,Angola,0–10 years,00–44,Persons,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9235,Angola,0–10 years,00–44,Male,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9236,Angola,0–10 years,00–44,Female,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9237,Angola,0–10 years,45–64,Persons,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9238,Angola,0–10 years,45–64,Male,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9239,Angola,0–10 years,45–64,Female,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9240,Angola,0–10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9241,Angola,0–10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9242,Angola,0–10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9243,Angola,More than 10 years,00–44,Persons,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9244,Angola,More than 10 years,00–44,Male,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9245,Angola,More than 10 years,00–44,Female,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9246,Angola,More than 10 years,45–64,Persons,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9247,Angola,More than 10 years,45–64,Male,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9248,Angola,More than 10 years,45–64,Female,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9249,Angola,More than 10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9250,Angola,More than 10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9251,Angola,More than 10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Portuguese,Not specified
9252,Botswana,0–10 years,00–44,Persons,Asthma,0.0,0.0,0.0,Tswana,Not specified
9253,Botswana,0–10 years,00–44,Male,Asthma,0.0,0.0,0.0,Tswana,Not specified
9254,Botswana,0–10 years,00–44,Female,Asthma,0.0,0.0,0.0,Tswana,Not specified
9255,Botswana,0–10 years,45–64,Persons,Asthma,0.0,0.0,0.0,Tswana,Not specified
9256,Botswana,0–10 years,45–64,Male,Asthma,0.0,0.0,0.0,Tswana,Not specified
9257,Botswana,0–10 years,45–64,Female,Asthma,0.0,0.0,0.0,Tswana,Not specified
9258,Botswana,0–10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,Tswana,Not specified
9259,Botswana,0–10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Tswana,Not specified
9260,Botswana,0–10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Tswana,Not specified
9261,Botswana,More than 10 years,00–44,Persons,Asthma,0.0,0.0,0.0,Tswana,Not specified
9262,Botswana,More than 10 years,00–44,Male,Asthma,0.0,0.0,0.0,Tswana,Not specified
9263,Botswana,More than 10 years,00–44,Female,Asthma,0.0,0.0,0.0,Tswana,Not specified
9264,Botswana,More than 10 years,45–64,Persons,Asthma,0.0,0.0,0.0,Tswana,Not specified
9265,Botswana,More than 10 years,45–64,Male,Asthma,0.0,0.0,0.0,Tswana,Not specified
9266,Botswana,More than 10 years,45–64,Female,Asthma,0.0,0.0,0.0,Tswana,Not specified
9267,Botswana,More than 10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,Tswana,Not specified
9268,Botswana,More than 10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Tswana,Not specified
9269,Botswana,More than 10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Tswana,Not specified
9270,Burundi,0–10 years,00–44,Persons,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9271,Burundi,0–10 years,00–44,Male,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9272,Burundi,0–10 years,00–44,Female,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9273,Burundi,0–10 years,45–64,Persons,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9274,Burundi,0–10 years,45–64,Male,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9275,Burundi,0–10 years,45–64,Female,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9276,Burundi,0–10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9277,Burundi,0–10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9278,Burundi,0–10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9279,Burundi,More than 10 years,00–44,Persons,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9280,Burundi,More than 10 years,00–44,Male,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9281,Burundi,More than 10 years,00–44,Female,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9282,Burundi,More than 10 years,45–64,Persons,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9283,Burundi,More than 10 years,45–64,Male,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9284,Burundi,More than 10 years,45–64,Female,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9285,Burundi,More than 10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9286,Burundi,More than 10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9287,Burundi,More than 10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Kirundi (Rundi),Not specified
9288,Comoros,0–10 years,00–44,Persons,Asthma,0.0,0.0,0.0,Arabic,Not specified
9289,Comoros,0–10 years,00–44,Male,Asthma,0.0,0.0,0.0,Arabic,Not specified
9290,Comoros,0–10 years,00–44,Female,Asthma,0.0,0.0,0.0,Arabic,Not specified
9291,Comoros,0–10 years,45–64,Persons,Asthma,0.0,0.0,0.0,Arabic,Not specified
9292,Comoros,0–10 years,45–64,Male,Asthma,0.0,0.0,0.0,Arabic,Not specified
9293,Comoros,0–10 years,45–64,Female,Asthma,0.0,0.0,0.0,Arabic,Not specified
9294,Comoros,0–10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,Arabic,Not specified
9295,Comoros,0–10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Arabic,Not specified
9296,Comoros,0–10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Arabic,Not specified
9297,Comoros,More than 10 years,00–44,Persons,Asthma,0.0,0.0,0.0,Arabic,Not specified
9298,Comoros,More than 10 years,00–44,Male,Asthma,0.0,0.0,0.0,Arabic,Not specified
9299,Comoros,More than 10 years,00–44,Female,Asthma,0.0,0.0,0.0,Arabic,Not specified
9300,Comoros,More than 10 years,45–64,Persons,Asthma,0.0,0.0,0.0,Arabic,Not specified
9301,Comoros,More than 10 years,45–64,Male,Asthma,0.0,0.0,0.0,Arabic,Not specified
9302,Comoros,More than 10 years,45–64,Female,Asthma,0.0,0.0,0.0,Arabic,Not specified
9303,Comoros,More than 10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,Arabic,Not specified
9304,Comoros,More than 10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Arabic,Not specified
9305,Comoros,More than 10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Arabic,Not specified
9306,Djibouti,0–10 years,00–44,Persons,Asthma,0.0,0.0,0.0,Arabic,Not specified
9307,Djibouti,0–10 years,00–44,Male,Asthma,0.0,0.0,0.0,Arabic,Not specified
9308,Djibouti,0–10 years,00–44,Female,Asthma,0.0,0.0,0.0,Arabic,Not specified
9309,Djibouti,0–10 years,45–64,Persons,Asthma,0.0,0.0,0.0,Arabic,Not specified
9310,Djibouti,0–10 years,45–64,Male,Asthma,0.0,0.0,0.0,Arabic,Not specified
9311,Djibouti,0–10 years,45–64,Female,Asthma,0.0,0.0,0.0,Arabic,Not specified
9312,Djibouti,0–10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,Arabic,Not specified
9313,Djibouti,0–10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Arabic,Not specified
9314,Djibouti,0–10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Arabic,Not specified
9315,Djibouti,More than 10 years,00–44,Persons,Asthma,0.0,0.0,0.0,Arabic,Not specified
9316,Djibouti,More than 10 years,00–44,Male,Asthma,0.0,0.0,0.0,Arabic,Not specified
9317,Djibouti,More than 10 years,00–44,Female,Asthma,0.0,0.0,0.0,Arabic,Not specified
9318,Djibouti,More than 10 years,45–64,Persons,Asthma,0.0,0.0,0.0,Arabic,Not specified
9319,Djibouti,More than 10 years,45–64,Male,Asthma,0.0,0.0,0.0,Arabic,Not specified
9320,Djibouti,More than 10 years,45–64,Female,Asthma,0.0,0.0,0.0,Arabic,Not specified
9321,Djibouti,More than 10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,Arabic,Not specified
9322,Djibouti,More than 10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Arabic,Not specified
9323,Djibouti,More than 10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Arabic,Not specified
9324,Eritrea,0–10 years,00–44,Persons,Asthma,0.0,0.0,0.0,Tigre,Not specified
9325,Eritrea,0–10 years,00–44,Male,Asthma,0.0,0.0,0.0,Tigre,Not specified
9326,Eritrea,0–10 years,00–44,Female,Asthma,0.0,0.0,0.0,Tigre,Not specified
9327,Eritrea,0–10 years,45–64,Persons,Asthma,0.0,0.0,0.0,Tigre,Not specified
9328,Eritrea,0–10 years,45–64,Male,Asthma,0.0,0.0,0.0,Tigre,Not specified
9329,Eritrea,0–10 years,45–64,Female,Asthma,0.0,0.0,0.0,Tigre,Not specified
9330,Eritrea,0–10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,Tigre,Not specified
9331,Eritrea,0–10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Tigre,Not specified
9332,Eritrea,0–10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Tigre,Not specified
9333,Eritrea,More than 10 years,00–44,Persons,Asthma,30.0,839.0,3.5756853396901,Tigre,Not specified
9334,Eritrea,More than 10 years,00–44,Male,Asthma,0.0,0.0,0.0,Tigre,Not specified
9335,Eritrea,More than 10 years,00–44,Female,Asthma,0.0,0.0,0.0,Tigre,Not specified
9336,Eritrea,More than 10 years,45–64,Persons,Asthma,118.0,1453.0,8.12112869924294,Tigre,Not specified
9337,Eritrea,More than 10 years,45–64,Male,Asthma,0.0,0.0,0.0,Tigre,Not specified
9338,Eritrea,More than 10 years,45–64,Female,Asthma,0.0,0.0,0.0,Tigre,Not specified
9339,Eritrea,More than 10 years,65 and over,Persons,Asthma,25.0,353.0,7.08215297450425,Tigre,Not specified
9340,Eritrea,More than 10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Tigre,Not specified
9341,Eritrea,More than 10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Tigre,Not specified
9342,Ethiopia,0–10 years,00–44,Persons,Asthma,0.0,0.0,0.0,Oromo,Not specified
9343,Ethiopia,0–10 years,00–44,Male,Asthma,0.0,0.0,0.0,Oromo,Not specified
9344,Ethiopia,0–10 years,00–44,Female,Asthma,0.0,0.0,0.0,Oromo,Not specified
9345,Ethiopia,0–10 years,45–64,Persons,Asthma,0.0,0.0,0.0,Oromo,Not specified
9346,Ethiopia,0–10 years,45–64,Male,Asthma,0.0,0.0,0.0,Oromo,Not specified
9347,Ethiopia,0–10 years,45–64,Female,Asthma,0.0,0.0,0.0,Oromo,Not specified
9348,Ethiopia,0–10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,Oromo,Not specified
9349,Ethiopia,0–10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Oromo,Not specified
9350,Ethiopia,0–10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Oromo,Not specified
9351,Ethiopia,More than 10 years,00–44,Persons,Asthma,128.0,3704.0,3.45572354211663,Oromo,Not specified
9352,Ethiopia,More than 10 years,00–44,Male,Asthma,0.0,0.0,0.0,Oromo,Not specified
9353,Ethiopia,More than 10 years,00–44,Female,Asthma,0.0,0.0,0.0,Oromo,Not specified
9354,Ethiopia,More than 10 years,45–64,Persons,Asthma,169.0,3637.0,4.64668682980478,Oromo,Not specified
9355,Ethiopia,More than 10 years,45–64,Male,Asthma,0.0,0.0,0.0,Oromo,Not specified
9356,Ethiopia,More than 10 years,45–64,Female,Asthma,0.0,0.0,0.0,Oromo,Not specified
9357,Ethiopia,More than 10 years,65 and over,Persons,Asthma,30.0,382.0,7.85340314136125,Oromo,Not specified
9358,Ethiopia,More than 10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Oromo,Not specified
9359,Ethiopia,More than 10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Oromo,Not specified
9360,Kenya,0–10 years,00–44,Persons,Asthma,0.0,0.0,0.0,Kikuyu,Not specified
9361,Kenya,0–10 years,00–44,Male,Asthma,0.0,0.0,0.0,Kikuyu,Not specified
9362,Kenya,0–10 years,00–44,Female,Asthma,0.0,0.0,0.0,Kikuyu,Not specified
9363,Kenya,0–10 years,45–64,Persons,Asthma,0.0,0.0,0.0,Kikuyu,Not specified
9364,Kenya,0–10 years,45–64,Male,Asthma,0.0,0.0,0.0,Kikuyu,Not specified
9365,Kenya,0–10 years,45–64,Female,Asthma,0.0,0.0,0.0,Kikuyu,Not specified
9366,Kenya,0–10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,Kikuyu,Not specified
9367,Kenya,0–10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Kikuyu,Not specified
9368,Kenya,0–10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Kikuyu,Not specified
9369,Kenya,More than 10 years,00–44,Persons,Asthma,297.0,5909.0,5.02623117278727,Kikuyu,Not specified
9370,Kenya,More than 10 years,00–44,Male,Asthma,0.0,0.0,0.0,Kikuyu,Not specified
9371,Kenya,More than 10 years,00–44,Female,Asthma,0.0,0.0,0.0,Kikuyu,Not specified
9372,Kenya,More than 10 years,45–64,Persons,Asthma,263.0,4038.0,6.51312530955918,Kikuyu,Not specified
9373,Kenya,More than 10 years,45–64,Male,Asthma,0.0,0.0,0.0,Kikuyu,Not specified
9374,Kenya,More than 10 years,45–64,Female,Asthma,0.0,0.0,0.0,Kikuyu,Not specified
9375,Kenya,More than 10 years,65 and over,Persons,Asthma,175.0,2250.0,7.77777777777777,Kikuyu,Not specified
9376,Kenya,More than 10 years,65 and over,Male,Asthma,0.0,0.0,0.0,Kikuyu,Not specified
9377,Kenya,More than 10 years,65 and over,Female,Asthma,0.0,0.0,0.0,Kikuyu,Not specified
9378,Lesotho,0–10 years,00–44,Persons,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9379,Lesotho,0–10 years,00–44,Male,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9380,Lesotho,0–10 years,00–44,Female,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9381,Lesotho,0–10 years,45–64,Persons,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9382,Lesotho,0–10 years,45–64,Male,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9383,Lesotho,0–10 years,45–64,Female,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9384,Lesotho,0–10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9385,Lesotho,0–10 years,65 and over,Male,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9386,Lesotho,0–10 years,65 and over,Female,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9387,Lesotho,More than 10 years,00–44,Persons,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9388,Lesotho,More than 10 years,00–44,Male,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9389,Lesotho,More than 10 years,00–44,Female,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9390,Lesotho,More than 10 years,45–64,Persons,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9391,Lesotho,More than 10 years,45–64,Male,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9392,Lesotho,More than 10 years,45–64,Female,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9393,Lesotho,More than 10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9394,Lesotho,More than 10 years,65 and over,Male,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9395,Lesotho,More than 10 years,65 and over,Female,Asthma,0.0,0.0,0.0,"African Languages, nfd",Not specified
9396,Madagascar,0–10 years,00–44,Persons,Asthma,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
9397,Madagascar,0–10 years,00–44,Male,Asthma,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
9398,Madagascar,0–10 years,00–44,Female,Asthma,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
9399,Madagascar,0–10 years,45–64,Persons,Asthma,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
9400,Madagascar,0–10 years,45–64,Male,Asthma,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
9401,Madagascar,0–10 years,45–64,Female,Asthma,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
9402,Madagascar,0–10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
9403,Madagascar,0–10 years,65 and over,Male,Asthma,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
9404,Madagascar,0–10 years,65 and over,Female,Asthma,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
9405,Madagascar,More than 10 years,00–44,Persons,Asthma,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
9406,Madagascar,More than 10 years,00–44,Male,Asthma,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
9407,Madagascar,More than 10 years,00–44,Female,Asthma,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
9408,Madagascar,More than 10 years,45–64,Persons,Asthma,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
9409,Madagascar,More than 10 years,45–64,Male,Asthma,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
9410,Madagascar,More than 10 years,45–64,Female,Asthma,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
9411,Madagascar,More than 10 years,65 and over,Persons,Asthma,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
